Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
GIÁM ĐỊNH VIÊN BẢO HIỂM XE CƠ GIỚI - CÔNG TY BẢO MINH THỦ ĐỨC(Mới),Tổng công ty Cổ phần Bảo Minh,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-dinh-vien-bao-hiem-xe-co-gioi-cong-ty-bao-minh-thu-duc.35C59908.html
Nhân Viên Trưng Bày (VM - In Store) Nhãn Hàng Nike Hồ Chí Minh(Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,01-10-2025,15-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-trung-bay-vm-in-store-nhan-hang-nike-ho-chi-minh.35C59902.html
Trưởng khu vực miền Bắc (Làm việc tại Diễn Châu-Nghệ An)(Mới),Công ty CP Thành Thành Công - Biên Hòa,Nghệ An,Lương: Cạnh Tranh,01-10-2025,11-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-khu-vuc-mien-bac-lam-viec-tai-dien-chau-nghe-an.35C59909.html
Trưởng Phòng Kinh Doanh Bất Động Sản (Mới),"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG",Hưng Yên,Lương: Cạnh tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-bat-dong-san.35C598FC.html
Trưởng Phòng Kinh Doanh Bất Động Sản (Mới),"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG",Hưng Yên,Lương: Cạnh tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-bat-dong-san.35C598FC.html
Business Development Specialist (B2B) (Mới),Ahamove,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/business-development-specialist-b2b.35C59904.html
CSR/ESG Lead Auditor (HCM/ Hanoi) - A.02 (Mới),TÜV Rheinland Vietnam,Singapore,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/csr-esg-lead-auditor-hcm-hanoi-a-02.35C59903.html
Chuyên viên kinh doanh Máy kéo nông nghiệp (Làm việc tại Diễn Châu - Nghệ An) (Mới),Công ty CP Thành Thành Công - Biên Hòa,Nghệ An,Lương: Cạnh tranh,01-10-2025,11-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-may-keo-nong-nghiep-lam-viec-tai-dien-chau-nghe-an.35C59901.html
Nhân viên hành chính nhân sự (Mới),CÔNG TY TNHH LOVE MAXX,Hà Nội,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-nhan-su.35C598FD.html
Tuyển Nam/Nữ nhân viên kho SPX Sân Bay (Mới),Công ty TNHH SKT Vina,Hồ Chí Minh,"Lương: 8,5 Tr - 10 Tr VND",01-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/tuyen-nam-nu-nhan-vien-kho-spx-san-bay.35C598FB.html
Costing Analyst (Mới),Công ty TNHH Kimberly Clark Việt Nam,Bình Dương Hồ Chí Minh,"Lương: 18,0 Tr - 20 Tr VND",01-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/costing-analyst.35C598FA.html
Quản Lý Cửa Hàng  Cam Ranh (Khánh Hòa) - Calvin Klein (Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Khánh Hòa,Lương: 10 Tr - 15 Tr VND,01-10-2025,19-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-cua-hang-cam-ranh-khanh-hoa-calvin-klein.35C598F4.html
Chuyên viên QA/QC (đơn vị nhà thầu thi công hạ tầng) (Mới),Tập Đoàn Tân Á Đại Thành,Hà Nội Kiên Giang,Lương: 18 Tr - 22 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-qa-qc-don-vi-nha-thau-thi-cong-ha-tang.35C598F7.html
HRIS Specialist (Mới),Simpson Strong Tie Viet Nam Company Limited,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/hris-specialist.35C598F3.html
Chuyên viên QS (đơn vị nhà thầu thi công hạ tầng) (Mới),Tập Đoàn Tân Á Đại Thành,Hà Nội Kiên Giang,Lương: 18 Tr - 22 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-qs-don-vi-nha-thau-thi-cong-ha-tang.35C598F8.html
[Bình Thạnh] Nhân Viên Kế Toán (Mới),Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/binh-thanh-nhan-vien-ke-toan.35C598F5.html
[Hanoi] Solution Consultant (EPM) - 1000 USD (Mới),Bảo mật,Hà Nội,"Lương: 800 - 1,000 USD",01-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/hanoi-solution-consultant-epm-1000-usd.35C598F6.html
Molding Process Engineer  Lead- Nhơn Trạch (đi ca hành chính) (Mới),Summit Polymers Vietnam Co Ltd.,Đồng Nai,Lương: Cạnh tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/molding-process-engineer-lead-nhon-trach-di-ca-hanh-chinh.35C59895.html
Tuyển Nhân Viên Tư Vấn Chăm Sóc Khách Hàng Qua Tổng Đài Viettel Làm Việc Tại Hòa Lạc - Hà Nội. (Mới),CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 6 Tr - 12 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/tuyen-nhan-vien-tu-van-cham-soc-khach-hang-qua-tong-dai-viettel-lam-viec-tai-hoa-lac-ha-noi.35C598F2.html
[CITIGYM] Senior Designer (Mới),CITIGYM,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,01-10-2025,29-10-2025,https://careerviet.vn/vi/tim-viec-lam/citigym-senior-designer.35C593ED.html
Nhân viên Chăm sóc Khách hàng (Kênh Call) – Shopee (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,8 Tr - 8,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-call-shopee.35C598CE.html
Nhân viên Hỗ trợ Chương trình Tiếp thị Liên kết (Shopee Seller Affiliate) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-tro-chuong-trinh-tiep-thi-lien-ket-shopee-seller-affiliate.35C598DA.html
Kỹ sư Cơ điện tử/Tự động hóa (chuyên ngành Cơ khí/ cơ điện tử/ tự động hoá)) (Mới),Tập Đoàn Karofi Holding,Hưng Yên,Lương: 9 Tr - 13 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-co-dien-tu-tu-dong-hoa-chuyen-nganh-co-khi-co-dien-tu-tu-dong-hoa.35C598EF.html
Nhân viên Chăm sóc Khách hàng Kênh Chat với Tài Xế (Driver Chat – ShopeeFood) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-chat-voi-tai-xe-driver-chat-shopeefood.35C598E2.html
Nhân viên Hỗ trợ Đối tác Nhà hàng (Content ShopeeFood)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 8 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-tro-doi-tac-nha-hang-content-shopeefood.35C598E6.html
Nhân viên Xử lý Khiếu nại & Tranh chấp (Shopee Dispute)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 7,3 Tr - 9,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xu-ly-khieu-nai-tranh-chap-shopee-dispute.35C598EB.html
Chuyên viên kế toán doanh thu,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Hồ Chí Minh,Lương: 9 Tr - 10 Tr VND,01-10-2025,23-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-toan-doanh-thu.35C58AD5.html
Brand Manager - FMCG(Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: 25 Tr - 60 Tr VND,01-10-2025,05-11-2025,https://careerviet.vn/vi/tim-viec-lam/brand-manager-fmcg.35C598ED.html
Project Coordinator Support (Softlines)(Mới),TÜV Rheinland Vietnam,Singapore,Lương: Cạnh Tranh,01-10-2025,15-11-2025,https://careerviet.vn/vi/tim-viec-lam/project-coordinator-support-softlines.35C598E9.html
3D Designer(Mới),CÔNG TY CỔ PHẦN TRUYỀN THÔNG MỤC TIÊU (TARGET MEDIA),Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/3d-designer.35C598E4.html
Hỗ Trợ Đối Tác Nhà Hàng Trên Hệ Thống ShopeeFood(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6 Tr - 8,2 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ho-tro-doi-tac-nha-hang-tren-he-thong-shopeefood.35C598E7.html
Nhân viên Y tế trường học - TP. Thủ Đức - Pathway School(Mới),Hệ thống trường Pathway Tuệ Đức,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-y-te-truong-hoc-tp-thu-duc-pathway-school.35C598CC.html
Nhân viên xử lý khiếu nại trả hàng/hoàn tiền sàn thương mại điện tử(Mới),CÔNG TY CỔ PHẦN ALTIUS LINK VIỆT NAM,Hồ Chí Minh,"Lương: 6,6 Tr - 7,4 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xu-ly-khieu-nai-tra-hang-hoan-tien-san-thuong-mai-dien-tu.35C598E8.html
Quản Lý Sản Xuất,Chi Nhánh Công Ty TNHH Ojitex (Việt Nam),Bình Dương,Lương: 12 Tr - 20 Tr VND,01-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-san-xuat.35C560DE.html
Trưởng nhóm Kho - Đắk Lắk(Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 11 Tr - 14 Tr VND,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-kho-dak-lak.35C524EA.html
Kỹ Sư Bán Hàng - Thiết Bị Tự Động Hóa,Duc Phong Technology and Automation Corporation,Hồ Chí Minh,Lương: 10 Tr - 20 Tr VND,01-10-2025,17-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-ban-hang-thiet-bi-tu-dong-hoa.35C57C54.html
[QUẬN 7] - Nhân Viên Kỹ thuật nhà xưởng (Nhận việc ngay)(Mới),Công ty TNHH Phát triển Phú Mỹ Hưng,Hồ Chí Minh,Lương: 8 Tr - 10 Tr VND,01-10-2025,23-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-7-nhan-vien-ky-thuat-nha-xuong-nhan-viec-ngay.35C598DB.html
Order Coordinator/Nhân Viên Điều Phối Biết Tiếng Hàn(Mới),CÔNG TY TNHH THE VENTI VINA,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/order-coordinator-nhan-vien-dieu-phoi-biet-tieng-han.35C59819.html
Chuyên Viên Kỹ Thuật Sản Xuất(Mới),Tập Đoàn Karofi Holding,Hưng Yên,Lương: 13 Tr - 16 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ky-thuat-san-xuat.35C598DF.html
SALES SUPPORT(Mới),CÔNG TY TNHH VẬT LIỆU MÀI MINH CHÂU,Hồ Chí Minh,Lương: Trên 9 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/sales-support.35C598DC.html
Quản lý kinh doanh Resort  (M.I.C.E corp)(Mới),Xuân Cầu Holdings,Hà Nội,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-resort-m-i-c-e-corp.35C598D5.html
Chuyên viên/ CVC/CVCC Khách hàng Cá nhân - Hà Nam(Mới),Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Hà Nam,Lương: Cạnh Tranh,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cvc-cvcc-khach-hang-ca-nhan-ha-nam.35C598D2.html
Management Trainee(Mới),CÔNG TY TNHH WGR INDUSTRIES,Bình Định,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/management-trainee.35C598D3.html
Truck Operations Team Leader (Provincial Areas)(Mới),Ahamove,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/truck-operations-team-leader-provincial-areas.35C598D4.html
NHÂN VIÊN R&D PACKAGING (R&D BAO BÌ),CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,Lương: 15 Tr - 17 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-r-d-packaging-r-d-bao-bi.35C59268.html
Nhân Viên Bán Hàng Trang Sức(Mới),Hoang Gia Pearl,Hồ Chí Minh,Lương: 6 Tr - 20 Tr VND,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-trang-suc.35C598CF.html
Nhân viên Chăm sóc Khách hàng – Ví điện tử MoMo(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,5 Tr - 8,5 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-vi-dien-tu-momo.35C598BF.html
Thư Ký - CFO(Mới),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/thu-ky-cfo.35C598CD.html
Cv. Dự toán Báo giá Nội thất (đỗ gỗ) Nhà máy Củ Chi(Mới),Công ty Cổ Phần Đầu tư và Phát triển Tập đoàn Đông Ngô,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/cv-du-toan-bao-gia-noi-that-do-go-nha-may-cu-chi.35C598C3.html
Nhân viên Chăm sóc Khách hàng Ca đêm Dự án Shopee(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 9 Tr - 11 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ca-dem-du-an-shopee.35C59897.html
Admin Support (P. IN)(Mới),TÜV Rheinland Vietnam,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,15-11-2025,https://careerviet.vn/vi/tim-viec-lam/admin-support-p-in.35C598CB.html
Kế toán công nợ(Mới),Công Ty Cổ Phần Panel Việt,Hà Nội,Lương: 11 Tr - 13 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-cong-no.35C598C9.html
Trưởng Phòng Nhân Sự(Mới),FASTCARE - CÔNG TY CP TM DV NHT,Hồ Chí Minh,Lương: 18 Tr - 25 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-nhan-su.35C598C4.html
Material Planning Supervisor(Mới),Perfetti Van Melle (Viet Nam),Bình Dương,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/material-planning-supervisor.35C598C6.html
